author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
Основа;developer;https://www.cian.ru/sale/flat/286713653/;Москва;sale;flat;11;29;4;94.8;30620400;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/266107701/;Москва;sale;flat;44;53;4;158.0;95000000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
ЛСР;developer;https://www.cian.ru/sale/flat/293204000/;Москва;sale;flat;3;16;4;101.8;47920110;Даниловский; Архитектора Щусева;4к2;ЗИЛ;ЗИЛАРТ
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/298847431/;Москва;sale;flat;1;10;4;206.6;420000000;Хамовники; Льва Толстого;23к1;Парк Культуры;Литератор
Level Group;developer;https://www.cian.ru/sale/flat/296356115/;Москва;sale;flat;44;48;4;91.3;35026022;Очаково-Матвеевское;;к8;Аминьевская;Левел Мичуринский ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295795425/;Москва;sale;flat;16;21;4;154.0;165000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;Lucky
Минские холмы;developer;https://www.cian.ru/sale/flat/298045011/;Москва;sale;flat;29;56;4;110.8;42070094;Раменки;;;Минская;Вилл Тауэрс ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299517592/;Москва;sale;flat;7;24;4;108.0;54100000;Хорошевский; Викторенко;9кВ;Аэропорт;Прайм Тайм
А101;developer;https://www.cian.ru/sale/flat/298496033/;Москва;sale;flat;2;23;4;67.3;13792949;;;;Бунинская аллея;Дзен-кварталы ЖК
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297359672/;Москва;sale;flat;7;21;4;137.0;150000000;Пресненский;2-я Звенигородская ;12С19;Улица 1905 года;
1-й ДСК;developer;https://www.cian.ru/sale/flat/298665287/;Москва;sale;flat;11;15;4;85.0;23448780;Гольяново;Монтажная ;вл8/24;Щёлковская;1-й Измайловский
Novel Estates;real_estate_agent;https://www.cian.ru/sale/flat/299565674/;Москва;sale;flat;1;12;4;226.0;271000000;Раменки;Мосфильмовская ;1А;Ломоносовский проспект;Вишневый сад
А101;developer;https://www.cian.ru/sale/flat/295899022/;Москва;sale;flat;17;30;4;77.4;18264727;Южное Бутово;к2.4;к2.4;Улица Горчакова;Южные Сады ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/295361194/;Москва;sale;flat;12;52;4;107.0;63000000;Раменки;Мичуринский проспект;56;Раменки;Небо — Небоскребы на Мичуринском, 56
ФСК;developer;https://www.cian.ru/sale/flat/294275055/;Москва;sale;flat;9;47;4;101.6;41950640;Обручевский; Академика Волгина;2С1;Калужская;Архитектор
Verges of estate;real_estate_agent;https://www.cian.ru/sale/flat/277315775/;Москва;sale;flat;31;53;4;163.0;175000000;Раменки;Мосфильмовская ;8;Минская;Дом на Мосфильмовской
А101;developer;https://www.cian.ru/sale/flat/292609093/;Москва;sale;flat;10;17;4;66.8;15518502;;проспект Прокшинский;;Прокшино;Прокшино
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/298508516/;Москва;sale;flat;3;6;4;160.1;149300000;Хамовники; Остоженка;3/14;Кропоткинская;
А101;developer;https://www.cian.ru/sale/flat/299535206/;Москва;sale;flat;2;18;4;66.5;14251124;;;;Бунинская аллея;Скандинавия
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/299329071/;Москва;sale;flat;5;7;4;200.0;390000000;Хамовники; Плющиха;37;Киевская;Клубный дом Bunin
А101;developer;https://www.cian.ru/sale/flat/288821992/;Москва;sale;flat;5;16;4;86.7;35369546;Сокол; Зорге;25С2;Зорге;Дом на Зорге
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297366232/;Москва;sale;flat;28;46;4;95.3;43950000;Даниловский;Дубининская ;59А;Серпуховская;Павелецкая Сити
А101;developer;https://www.cian.ru/sale/flat/295067277/;Москва;sale;flat;2;9;4;79.4;12375999;;;;Толстопальцево;Родные кварталы
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299036391/;Москва;sale;flat;11;16;4;196.0;195000000;Арбат; Новый Арбат;27;Смоленская;Новый Арбат
А101;developer;https://www.cian.ru/sale/flat/296666817/;Москва;sale;flat;2;19;4;66.9;12231148;;;;Улица Горчакова;Бунинские Кварталы ЖК
GRAND ESTATE - Премиальная недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/297234220/;Москва;sale;flat;6;7;4;155.0;160000000;Хамовники; Остоженка;5;Кропоткинская;
А101;developer;https://www.cian.ru/sale/flat/292130785/;Москва;sale;flat;4;15;4;62.4;11233544;;;;Коммунарка;Деснаречье ЖК
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/297250665/;Москва;sale;flat;4;5;4;177.4;320000000;Пресненский;Газетный переулок;13с2;Охотный ряд;Дом в Газетном
Sminex;developer;https://www.cian.ru/sale/flat/299801785/;Москва;sale;flat;12;23;4;151.6;127920000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295229143/;Москва;sale;flat;6;12;4;153.0;229500000;Хамовники; Усачева;15;Спортивная;Садовые кварталы
Sminex;developer;https://www.cian.ru/sale/flat/298240276/;Москва;sale;flat;17;21;4;119.3;110900000;Пресненский;;;Улица 1905 года;Лайф Тайм ЖК
TimeProperty;real_estate_agent;https://www.cian.ru/sale/flat/299722812/;Москва;sale;flat;14;22;4;140.0;68000000;Раменки; Пырьева;9к3;Поклонная;
ID 39404589;developer;https://www.cian.ru/sale/flat/299992109/;Москва;sale;flat;18;22;4;95.2;38146640;Нагорный;;1;Нагорная;Твелв ЖК
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/299093089/;Москва;sale;flat;9;14;4;101.1;74999000;Раменки;проспект Генерала Дорохова;39к1Д;Минская;Собрание клубных домов West Garden
ID 39404589;developer;https://www.cian.ru/sale/flat/300035572/;Москва;sale;flat;27;28;4;115.7;46037030;Нагорный;;1;Нагорная;Твелв ЖК
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299717403/;Москва;sale;flat;21;32;4;142.9;95000000;Щукино; Расплетина;21;Октябрьское поле;Дом в сосновой роще
ID 39404589;developer;https://www.cian.ru/sale/flat/299992205/;Москва;sale;flat;17;34;4;95.2;40916960;Обручевский;;;Калужская;Эвер ЖК
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298983950/;Москва;sale;flat;5;6;4;95.0;64000000;Арбат; Арбат;47/23;Смоленская;
ID 39404589;developer;https://www.cian.ru/sale/flat/299991757/;Москва;sale;flat;39;42;4;123.9;62544720;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/300119085/;Москва;sale;flat;7;7;4;283.0;560000000;Пресненский;Электрический переулок;10;Белорусская;Edison House
Основа;developer;https://www.cian.ru/sale/flat/297432172/;Москва;sale;flat;-1;-1;-1;202.0;38450175;Марфино;;к1;Улица Милашенкова;Вери ЖК
Century 21 Street Realty;real_estate_agent;https://www.cian.ru/sale/flat/299566216/;Москва;sale;flat;28;29;4;117.0;64950000;Хорошево-Мневники;Шелепихинская набережная;40к3;Хорошёво;Sydney City
Стадион Спартак;developer;https://www.cian.ru/sale/flat/298501126/;Москва;sale;flat;8;22;4;157.9;122798830;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/299241005/;Москва;sale;flat;3;14;4;92.0;69988700;Раменки;проспект Генерала Дорохова;39к1Б;Минская;Собрание клубных домов West Garden
ID 39404589;developer;https://www.cian.ru/sale/flat/299992200/;Москва;sale;flat;19;34;4;92.5;37777000;Обручевский;;;Калужская;Эвер ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/298898581/;Москва;sale;flat;9;25;4;90.0;60000000;Очаково-Матвеевское;Нежинская ;5к2;Минская;Городские резиденции SPIRES
Ташир;developer;https://www.cian.ru/sale/flat/274701438/;Москва;sale;flat;8;17;4;120.2;66506660;Раменки;Мичуринский проспект;вл30Б;Раменки;Legacy
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293808830/;Москва;sale;flat;5;6;4;95.0;64000000;Арбат; Арбат;47/23;Смоленская;
Компания Пионер;developer;https://www.cian.ru/sale/flat/294700223/;Москва;sale;flat;7;32;4;114.8;68455125;Даниловский;;;Павелецкая;Хай Лайф ЖК
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/297912415/;Москва;sale;flat;38;48;4;171.7;95000000;Щукино;Авиационная ;79К1;Щукинская;Алые Паруса
Главстрой;developer;https://www.cian.ru/sale/flat/296921084/;Москва;sale;flat;14;16;4;154.0;90968878;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/289028265/;Москва;sale;flat;44;53;4;157.0;95000000;Раменки;Мосфильмовская ;8;Ломоносовский проспект;Дом на Мосфильмовской
Основа;developer;https://www.cian.ru/sale/flat/297432073/;Москва;sale;flat;-1;-1;-1;202.0;36376000;Марфино;;к2;Владыкино;Вери ЖК
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297078884/;Москва;sale;flat;7;10;4;201.0;140000000;Аэропорт;Ленинградский проспект;36с31;Динамо;ВТБ Арена парк
Донстрой;developer;https://www.cian.ru/sale/flat/296482722/;Москва;sale;flat;4;12;4;165.1;111442500;Раменки; Сергея Бондарчука;2;Мичуринский проспект;Река
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/294657110/;Москва;sale;flat;4;5;4;176.7;166000000;Хамовники;Курсовой переулок;8/2;Кропоткинская;
Компания Пионер;developer;https://www.cian.ru/sale/flat/296119001/;Москва;sale;flat;25;47;4;125.7;81759176;Даниловский;;;Павелецкая;Хай Лайф ЖК
Bespoke Estate;real_estate_agent;https://www.cian.ru/sale/flat/299537207/;Москва;sale;flat;28;65;4;228.4;180000000;Пресненский;набережная Пресненская;8с1;Международная;Город Столиц
Главстрой;developer;https://www.cian.ru/sale/flat/296920993/;Москва;sale;flat;6;7;4;145.7;99309439;Филевский парк;Береговой проезд;2;Народное Ополчение;Береговой-2
