author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price;district;street;house_number;underground;residential_complex
333980;real_estate_agent;https://www.cian.ru/sale/flat/296569532/;Москва;sale;flat;5;19;4;160.0;110000000;Раменки;Ломоносовский проспект;25к1;Университет;Dominion
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/275037715/;Москва;sale;flat;13;23;4;200.0;110000000;Покровское-Стрешнево;Иваньковское шоссе;5;Щукинская;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298748898/;Москва;sale;flat;6;9;4;165.0;110000000;Хамовники; Знаменка;13С3;Арбатская;
PANDA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/299178539/;Москва;sale;flat;28;30;4;135.0;110000000;Якиманка;Мытная ;40к1;Октябрьская;Sky House
FORMA;developer;https://www.cian.ru/sale/flat/299649276/;Москва;sale;flat;15;26;4;126.16;114896056;Пресненский;к2.2;к2.2;Белорусская;Репаблик ЖК
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/293090986/;Москва;sale;flat;7;13;4;192.0;114500000;Тверской;4-я Тверская-Ямская ;22;;
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/296116770/;Москва;sale;flat;5;5;4;101.2;125000000;Пресненский;переулок Брюсов;2/14С2;Арбатская;
SevenHillsRealty;real_estate_agent;https://www.cian.ru/sale/flat/297997014/;Москва;sale;flat;38;39;4;233.0;128000000;Раменки;Мосфильмовская ;70к1;Ломоносовский проспект;Воробьевы Горы
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/285557894/;Москва;sale;flat;7;8;4;192.0;130000000;Якиманка; Большая Якиманка;17/2С2;Полянка;
333980;real_estate_agent;https://www.cian.ru/sale/flat/292439942/;Москва;sale;flat;3;17;4;194.0;135000000;Раменки;Ломоносовский проспект;25к1;Университет;Dominion
333980;real_estate_agent;https://www.cian.ru/sale/flat/298275582/;Москва;sale;flat;14;17;4;186.5;135000000;Раменки;Ломоносовский проспект;25к5;Университет;Dominion
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/295678785/;Москва;sale;flat;15;21;4;178.0;140000000;Пресненский;Большой Тишинский переулок;10С1;Белорусская;Большой Тишинский переулок, 10с1
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292132242/;Москва;sale;flat;48;75;4;260.8;145000000;Пресненский;набережная Пресненская;8с1;Деловой центр;Город Столиц
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/258111339/;Москва;sale;flat;11;17;4;160.18;149000000;Пресненский;Звенигородское шоссе;11;Улица 1905 года;Дизайнерский дом Eleven
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/290927660/;Москва;sale;flat;4;5;4;166.0;150000000;Замоскворечье;Пятницкая ;10С1;Новокузнецкая;
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/299295924/;Москва;sale;flat;16;18;4;141.0;150760000;Пресненский;Средний Тишинский переулок;5;Белорусская;Дом на Тишинке
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/295280191/;Москва;sale;flat;5;20;4;165.0;165000000;Пресненский;Средний Тишинский переулок;5;Белорусская;Дом на Тишинке
Neva Towers;developer;https://www.cian.ru/sale/flat/299800471/;Москва;sale;flat;41;66;4;210.7;177198700;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/275234253/;Москва;sale;flat;16;18;4;220.0;180000000;Дорогомилово;Дохтуровский переулок;6;Студенческая;Кутузовский
Метриум-Премиум Городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/292193523/;Москва;sale;flat;2;4;4;141.1;185000000;Пресненский;Вознесенский переулок;11С3;Тверская;
ID 104227771;realtor;https://www.cian.ru/sale/flat/298653799/;Москва;sale;flat;4;11;4;151.0;188750000;Дорогомилово;;3к5;Парк Победы;Виктори Парк Резиденсез ЖК
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300112612/;Москва;sale;flat;9;39;4;192.0;194500000;Раменки;Минская ;2;Минская;Долина Сетунь
Neva Towers;developer;https://www.cian.ru/sale/flat/298051568/;Москва;sale;flat;50;66;4;224.8;193552800;Пресненский;1-й Красногвардейский проезд;22с1;Выставочная;NEVA TOWERS
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/300111127/;Москва;sale;flat;4;6;4;149.4;199500000;Хамовники; Знаменка;15;Боровицкая;
САДОВЫЕ КВАРТАЛЫ;real_estate_agent;https://www.cian.ru/sale/flat/293030353/;Москва;sale;flat;4;12;4;184.3;206000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299329856/;Москва;sale;flat;4;7;4;195.0;212921350;Хамовники;Еропкинский переулок;16/23;Парк Культуры;Еропкинский 16
Capital Group;developer;https://www.cian.ru/sale/flat/288136859/;Москва;sale;flat;75;85;4;232.5;214719146;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/297544310/;Москва;sale;flat;3;5;4;137.3;217000000;Пресненский;Леонтьевский переулок;11;Пушкинская;Леонтьевский 11
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/268914610/;Москва;sale;flat;5;8;4;176.0;228800000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
RARITECO;developer;https://www.cian.ru/sale/flat/296749809/;Москва;sale;flat;2;8;4;155.6;248960000;Замоскворечье;Большая Татарская ;21С8;Новокузнецкая;Клубный дом Quartier d'Or
NF Group - ex-Knight Frank;real_estate_agent;https://www.cian.ru/sale/flat/299512624/;Москва;sale;flat;19;21;4;141.66;255342150;Пресненский;2-я Звенигородская ;16;Улица 1905 года;Lucky
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/298521179/;Москва;sale;flat;2;7;4;162.0;265500000;Арбат; Малая Молчановка;8С1;Арбатская;
Capital Group;developer;https://www.cian.ru/sale/flat/291360020/;Москва;sale;flat;75;85;4;292.1;269761074;Пресненский;1-й Красногвардейский проезд;21с2;Выставочная;МФК ОКО
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/279976438/;Москва;sale;flat;3;14;4;252.0;277723500;Хамовники;2-я Фрунзенская ;12;Фрунзенская;Пять Звезд
Gethome;real_estate_agent;https://www.cian.ru/sale/flat/275594512/;Москва;sale;flat;3;6;4;155.0;296238400;Хамовники;переулок Коробейников;1;Парк Культуры;Кристалл Хаус
Level Group;developer;https://www.cian.ru/sale/flat/299579107/;Москва;sale;flat;4;6;4;164.3;306852438;Хамовники;Саввинская набережная;27;Спортивная;Саввинская 27 от Level
Level Group;developer;https://www.cian.ru/sale/flat/296358254/;Москва;sale;flat;4;4;4;110.1;320912575;Хамовники;Саввинская набережная;17;Спортивная;Саввинская 17 от Level
BRIGHT ESTATE - городская недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/299282827/;Москва;sale;flat;3;8;4;138.0;321360000;Якиманка;Большой Толмачевский переулок;5С8;Полянка;Дом Лаврушинский
VESPER;developer;https://www.cian.ru/sale/flat/272819951/;Москва;sale;flat;-1;-1;-1;1.0;329423325;Пресненский; Костикова;4к1;Улица 1905 года;Lucky
Level Group;developer;https://www.cian.ru/sale/flat/297567583/;Москва;sale;flat;2;6;4;191.0;333806458;Хамовники;Саввинская набережная;27;Спортивная;Саввинская 27 от Level
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298333741/;Москва;sale;flat;6;7;4;278.71;344276326;Якиманка;переулок 2-й Хвостов;8;Полянка;Титул на Якиманке
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292321434/;Москва;sale;flat;7;10;4;273.0;411956525;Якиманка; Малая Полянка;2;Полянка;Онегин
Level Group;developer;https://www.cian.ru/sale/flat/296358238/;Москва;sale;flat;5;6;4;194.4;411642008;Хамовники;Саввинская набережная;27;Спортивная;Саввинская 27 от Level
PROНЕДВИЖИМОСТЬ;real_estate_agent;https://www.cian.ru/sale/flat/299551865/;Москва;sale;flat;1;12;-1;96.0;5000000;Новогиреево;Кусковская ;17К1;Перово;
А101;developer;https://www.cian.ru/sale/flat/295067574/;Москва;sale;flat;4;9;4;77.5;12742318;;;;Толстопальцево;Родные кварталы
Авеню-Мск;real_estate_agent;https://www.cian.ru/sale/flat/295924348/;Москва;sale;flat;5;5;4;126.1;13700000;;;;;
ID 110103565;homeowner;https://www.cian.ru/sale/flat/295224267/;Москва;sale;flat;8;8;-1;80.9;14000000;Таганский;Нижегородская ;3;Площадь Ильича;
А101;developer;https://www.cian.ru/sale/flat/296819775/;Москва;sale;flat;3;23;4;66.8;14157921;;;;Коммунарка;Дзен-кварталы ЖК
А101;developer;https://www.cian.ru/sale/flat/292131175/;Москва;sale;flat;6;16;4;78.8;14260909;;;;Ольховая;Деснаречье ЖК
А101;developer;https://www.cian.ru/sale/flat/286729603/;Москва;sale;flat;16;17;4;71.9;14698883;;;к3.4;Улица Горчакова;Бунинские Кварталы ЖК
РИЭЛТ ХАУС;real_estate_agent;https://www.cian.ru/sale/flat/299731947/;Москва;sale;flat;3;9;4;62.7;15000000;Теплый Стан; Генерала Тюленева;31;Тёплый Стан;
А101;developer;https://www.cian.ru/sale/flat/296534983/;Москва;sale;flat;13;19;4;66.6;15463002;;;7.1;Бунинская аллея;Бунинские Кварталы ЖК
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297239368/;Москва;sale;flat;9;9;4;86.6;16887000;;;5/3;Аэропорт Внуково;Новые Ватутинки, мкр.  Заречный
А101;developer;https://www.cian.ru/sale/flat/293986849/;Москва;sale;flat;7;17;4;65.4;17607853;;;25.1;Улица Скобелевская;Скандинавия ЖК
Новые Ватутинки;developer;https://www.cian.ru/sale/flat/297238686/;Москва;sale;flat;7;9;4;86.6;17761660;;;5/2;Аэропорт Внуково;Новые Ватутинки, мкр.  Заречный
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299572455/;Москва;sale;flat;9;9;4;63.0;17900000;Чертаново Центральное; Красного Маяка;13АК2;Пражская;
А101;developer;https://www.cian.ru/sale/flat/281574395/;Москва;sale;flat;14;16;4;61.8;18261640;;;5.1.2;Прокшино;Прокшино ЖК
А101;developer;https://www.cian.ru/sale/flat/288193991/;Москва;sale;flat;8;16;4;72.3;18302067;;;28.1;Коммунарка;Скандинавия ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298656749/;Москва;sale;flat;3;20;4;102.4;18953124;;;7-я фаза;Филатов Луг;Первый Московский ЖК
А101;developer;https://www.cian.ru/sale/flat/273873773/;Москва;sale;flat;11;30;4;83.6;19308374;Южное Бутово;м. Бунинская аллея;;Бунинская аллея;Южные Сады ЖК
ЦеНтр ПИК;real_estate_agent;https://www.cian.ru/sale/flat/299371010/;Москва;sale;flat;21;22;4;101.0;21500000;Марьино;Поречная ;21;Марьино;
А101;developer;https://www.cian.ru/sale/flat/290891012/;Москва;sale;flat;20;21;4;96.1;21774951;;;4.2;Бунинская аллея;Дзен-кварталы ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/285443812/;Москва;sale;flat;22;22;4;104.1;21779765;;;к3;Рассказовка;Город-парк Первый Московский
А101;developer;https://www.cian.ru/sale/flat/299616856/;Москва;sale;flat;15;15;4;84.6;21983412;;;к10.1.2;Прокшино;Прокшино ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/298891662/;Москва;sale;flat;13;17;4;108.6;22958146;;;;Мичуринец;Переделкино Ближнее Город-парк
Level Group;developer;https://www.cian.ru/sale/flat/296356253/;Москва;sale;flat;45;68;4;75.7;23248243;Печатники;;3;Кожуховская;Левел Южнопортовая ЖК
CENTURY 21 RnB Estate;real_estate_agent;https://www.cian.ru/sale/flat/299852972/;Москва;sale;flat;1;6;4;77.2;23800000;Сокол;Новопесчаная ;13к4;Сокол;
Level Group;developer;https://www.cian.ru/sale/flat/296356257/;Москва;sale;flat;42;68;4;78.7;23980039;Печатники;;3;Кожуховская;Левел Южнопортовая ЖК
Level Group;developer;https://www.cian.ru/sale/flat/296502223/;Москва;sale;flat;28;29;4;79.6;24276904;Нижегородский;;;Нижегородская;Левел Нижегородская ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/293669666/;Москва;sale;flat;15;17;4;107.2;24356065;;;к1;Боровское шоссе;Переделкино Ближнее Город-парк
Level Group;developer;https://www.cian.ru/sale/flat/296356811/;Москва;sale;flat;27;47;4;82.2;24231609;Печатники;;2;Кожуховская;Левел Южнопортовая ЖК
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/294314247/;Москва;sale;flat;15;17;4;105.4;25164823;;;к3;Мичуринец;Переделкино Ближнее Город-парк
Основа;developer;https://www.cian.ru/sale/flat/286885775/;Москва;sale;flat;25;36;4;92.8;25659200;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
Aptera estate;real_estate_agent;https://www.cian.ru/sale/flat/299438807/;Москва;sale;flat;2;8;4;86.0;26900000;Нижегородский;Рязанский проспект;2/1к4Н;Нижегородская;SREDA
Level Group;developer;https://www.cian.ru/sale/flat/296358437/;Москва;sale;flat;30;30;4;84.6;27766635;Западное Дегунино;Северный ао;к2;Селигерская;Левел Селигерская ЖК
1-й ДСК;developer;https://www.cian.ru/sale/flat/296355159/;Москва;sale;flat;7;25;4;105.4;28025860;Гольяново;Монтажная ;вл8/24;Щёлковская;1-й Измайловский
Level Group;developer;https://www.cian.ru/sale/flat/298239623/;Москва;sale;flat;26;30;4;84.2;28152657;Западное Дегунино;Северный ао;к2;Селигерская;Левел Селигерская ЖК
Андрей Косухин;realtor;https://www.cian.ru/sale/flat/280482651/;Москва;sale;flat;2;20;4;128.7;28300000;Лефортово;Солдатский переулок;10;Лефортово;Лефорт
Место;real_estate_agent;https://www.cian.ru/sale/flat/295092265/;Москва;sale;flat;20;26;4;102.4;29000000;Лефортово;Красноказарменная ;15к1;Авиамоторная;Красноказарменная 15
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/298870065/;Москва;sale;flat;2;12;4;95.5;30273500;Соколиная гора;;;Соколиная гора;Семеновский Парк 2 ЖК
Основа;developer;https://www.cian.ru/sale/flat/299313173/;Москва;sale;flat;17;29;4;95.8;31614000;Фили-Давыдково; Ивана Франко;6;Кунцевская;MainStreet
КОРТРОС;developer;https://www.cian.ru/sale/flat/298603855/;Москва;sale;flat;2;26;4;75.3;31626000;Останкинский;;;ВДНХ;АйЛав ЖК
MR Group;developer;https://www.cian.ru/sale/flat/286391813/;Москва;sale;flat;18;29;4;102.4;32228785;Южнопортовый;Волгоградский проспект;32/3к4;Угрешская;Метрополия
ID 39404589;developer;https://www.cian.ru/sale/flat/299992100/;Москва;sale;flat;3;34;4;97.7;33296160;Нагорный;;2;Нагорная;Твелв ЖК
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298334980/;Москва;sale;flat;30;35;4;93.3;33709462;Левобережный;Фестивальная ;15к24/2;Речной вокзал;Фестиваль парк-2
КОРТРОС;developer;https://www.cian.ru/sale/flat/298603673/;Москва;sale;flat;14;26;4;78.9;33848100;Останкинский;;;ВДНХ;АйЛав ЖК
EstateLiga;real_estate_agent;https://www.cian.ru/sale/flat/277629088/;Москва;sale;flat;31;37;4;96.0;34200000;Раменки;Мосфильмовская ;98к2;Аминьевская;
Макспол Парк Культуры;real_estate_agent;https://www.cian.ru/sale/flat/291280712/;Москва;sale;flat;15;32;4;109.6;34500000;Нижегородский;Газгольдерная ;8;Нижегородская;Profit
ID 39404589;developer;https://www.cian.ru/sale/flat/299971654/;Москва;sale;flat;29;34;4;82.9;34685360;Обручевский;;;Калужская;Эвер ЖК
DOORS AGENCY;real_estate_agent;https://www.cian.ru/sale/flat/297216793/;Москва;sale;flat;3;17;4;145.0;35000000;Западное Дегунино;Коровинское шоссе;11К3;Селигерская;
OXE CAPITAL - Элитная Недвижимость;real_estate_agent;https://www.cian.ru/sale/flat/296561070/;Москва;sale;flat;1;5;4;76.1;35000000;Хамовники;Погодинская ;14/16;Спортивная;
MR Group;developer;https://www.cian.ru/sale/flat/295711551/;Москва;sale;flat;32;49;4;100.89;36072896;Покровское-Стрешнево;Волоколамское шоссе;95/1к8;Трикотажная;City Bay
ID 39404589;developer;https://www.cian.ru/sale/flat/299951023/;Москва;sale;flat;2;27;4;83.7;36057960;Даниловский;;;Серпуховская;Era
Дмитрий Караия;realtor;https://www.cian.ru/sale/flat/297307400/;Москва;sale;flat;13;24;4;92.1;36100000;Войковский;Старопетровский проезд;8;Войковская;Балтийский
Центр-Инвест;developer;https://www.cian.ru/sale/flat/298334764/;Москва;sale;flat;26;35;4;100.4;37041877;Левобережный;Фестивальная ;15к24/3;Речной вокзал;Фестиваль парк-2
Эксклюзив Хоум;real_estate_agent;https://www.cian.ru/sale/flat/299290458/;Москва;sale;flat;2;6;4;111.8;37000000;Левобережный;Ленинградское шоссе;94К1;Речной вокзал;
Level Group;developer;https://www.cian.ru/sale/flat/296356184/;Москва;sale;flat;44;48;4;86.4;37312194;Очаково-Матвеевское;;к8;Аминьевская;Левел Мичуринский ЖК
ФСК;developer;https://www.cian.ru/sale/flat/280811262/;Москва;sale;flat;2;29;4;100.4;37328720;Нагатино-Садовники;Варшавское шоссе;37Ак2;Нагатинская;Rotterdam
MR Group;developer;https://www.cian.ru/sale/flat/291372559/;Москва;sale;flat;20;20;4;108.3;38028135;Покровское-Стрешнево;Северо-Западный ао;95/2к9;Трикотажная;Сити Бэй ЖК
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293804257/;Москва;sale;flat;13;25;4;95.9;38014760;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Century 21 Premium Property;real_estate_agent;https://www.cian.ru/sale/flat/299506591/;Москва;sale;flat;8;13;4;88.2;39000000;Даниловский;проспект Лихачева;10к3;Технопарк;Квартал на набережной NOW
AFI Development;developer;https://www.cian.ru/sale/flat/299167859/;Москва;sale;flat;15;53;4;106.7;38971108;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
IZRAEV invest club;real_estate_agent;https://www.cian.ru/sale/flat/299143783/;Москва;sale;flat;12;29;4;112.0;39199990;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;;Вестердам
ОГРК;real_estate_agent;https://www.cian.ru/sale/flat/300054167/;Москва;sale;flat;4;6;4;87.2;39299000;Тверской; Чаянова;10С2;Маяковская;
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/298395446/;Москва;sale;flat;18;24;4;95.0;39634000;Савеловский;Старый Петровско-Разумовский проезд;1/23С5;Гражданская;Петровский парк II
Этажи Москва;real_estate_agent;https://www.cian.ru/sale/flat/298463207/;Москва;sale;flat;2;23;4;134.2;39600000;Аэропорт;Часовая ;23к1;Сокол;Весна на Балтийском
Азбука Жилья;real_estate_agent;https://www.cian.ru/sale/flat/298959884/;Москва;sale;flat;2;4;4;73.2;40000000;Замоскворечье;Озерковский переулок;7С1;Новокузнецкая;
ЛСР;developer;https://www.cian.ru/sale/flat/295836403/;Москва;sale;flat;20;52;4;103.4;39930598;Москворечье-Сабурово;;1;Москворечье;Вэйв ЖК
AFI Development;developer;https://www.cian.ru/sale/flat/298009994/;Москва;sale;flat;30;53;4;115.3;40525068;Свиблово;проезд Серебрякова;11-13к1;Свиблово;Afi Tower
Компания Пионер;developer;https://www.cian.ru/sale/flat/299327982/;Москва;sale;flat;-1;-1;-1;202.0;40737147;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Основа;developer;https://www.cian.ru/sale/flat/293007275/;Москва;sale;flat;33;36;4;123.7;40944700;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
КОРТРОС;developer;https://www.cian.ru/sale/flat/298604152/;Москва;sale;flat;7;24;4;98.82;40713840;Останкинский;;;Алексеевская;АйЛав ЖК
ID 39404589;developer;https://www.cian.ru/sale/flat/300035243/;Москва;sale;flat;35;42;4;84.3;41340720;Котловка;Севастопольский проспект;22А;Нагорная;Eniteo
IZRAEV invest club;real_estate_agent;https://www.cian.ru/sale/flat/299888003/;Москва;sale;flat;27;27;4;80.0;41900000;Очаково-Матвеевское;Аминьевское шоссе;4Дк2;Аминьевская;Вестердам
Intermark Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/286371099/;Москва;sale;flat;8;9;4;147.1;42500000;Северное Бутово;Старокачаловская ;14;Улица Старокачаловская;
ID 15269;realtor;https://www.cian.ru/sale/flat/291685994/;Москва;sale;flat;16;43;4;121.0;42700000;Хорошевский;Хорошевское шоссе;16к1;Беговая;Дом на Беговой
А101;developer;https://www.cian.ru/sale/flat/288822167/;Москва;sale;flat;2;16;4;103.7;42346761;Сокол; Зорге;25С2;Зорге;Дом на Зорге
PRO ОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/299759768/;Москва;sale;flat;38;57;4;91.24;43000000;Филевский парк;;;Фили;Фили Сити ЖК
ГОРОБМЕН;real_estate_agent;https://www.cian.ru/sale/flat/292699755/;Москва;sale;flat;34;47;4;87.0;43000000;Бутырский;Новодмитровская ;2к7;Дмитровская;Савеловский Сити
А101;developer;https://www.cian.ru/sale/flat/288822180/;Москва;sale;flat;3;16;4;103.4;43548657;Сокол; Зорге;25С2;Зорге;Дом на Зорге
Владис;real_estate_agent;https://www.cian.ru/sale/flat/299858874/;Москва;sale;flat;38;58;4;91.2;43300000;Филевский парк;Багратионовский проезд;5к2;Фили;Famous
ФСК;developer;https://www.cian.ru/sale/flat/296227976/;Москва;sale;flat;13;47;4;89.3;43404265;Обручевский; Академика Волгина;2С2;Калужская;Архитектор
Moscow Estate;real_estate_agent;https://www.cian.ru/sale/flat/297301329/;Москва;sale;flat;2;7;4;110.4;43500000;Басманный; Земляной Вал;18-22С1;Курская;
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/297335084/;Москва;sale;flat;19;26;4;108.8;43617920;Лефортово;;;Римская;Символ ЖК
Винидиктов и Партнеры;real_estate_agent;https://www.cian.ru/sale/flat/299869126/;Москва;sale;flat;3;9;4;96.3;44000000;Нижегородский;Рязанский проспект;2/1к3Л;Нижегородская;SREDA
Level Group;developer;https://www.cian.ru/sale/flat/296358576/;Москва;sale;flat;6;30;4;95.1;44130122;Очаково-Матвеевское;;к3;Аминьевская;Левел Мичуринский ЖК
ID 39404589;developer;https://www.cian.ru/sale/flat/299992223/;Москва;sale;flat;30;34;4;93.1;44632140;Обручевский;;1;Калужская;Эвер ЖК
ФСК;developer;https://www.cian.ru/sale/flat/291380676/;Москва;sale;flat;10;29;4;90.6;44643150;Нагатино-Садовники;Варшавское шоссе;37АК1;Нагатинская;Rotterdam
Группа Родина;developer;https://www.cian.ru/sale/flat/293200796/;Москва;sale;flat;13;13;4;131.6;44680800;; 1-я Ватутинская;14к1;Ольховая;Russian Design District
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/300068008/;Москва;sale;flat;12;28;4;111.0;45000000;Лефортово;проезд Невельского;1к4;Авиамоторная;Символ
Veles Realty;real_estate_agent;https://www.cian.ru/sale/flat/290880694/;Москва;sale;flat;6;8;4;90.0;45000000;Тверской;Тверская ;29к2;Маяковская;
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/295768868/;Москва;sale;flat;8;27;4;108.0;45000000;Раменки; Янковского;1к3;Аминьевская;Событие
Основа;developer;https://www.cian.ru/sale/flat/297432122/;Москва;sale;flat;-1;-1;-1;202.0;45815990;Марфино;;к2;Владыкино;Вери ЖК
Основа;developer;https://www.cian.ru/sale/flat/293007232/;Москва;sale;flat;35;36;4;144.0;45648000;Ярославский;проспект Мира;222;Ростокино;Квартал МИРАПОЛИС
Основа;developer;https://www.cian.ru/sale/flat/297432219/;Москва;sale;flat;-1;-1;-1;202.0;46184320;Марфино;;к1;Улица Милашенкова;Вери ЖК
Концерн КРОСТ;developer;https://www.cian.ru/sale/flat/298380149/;Москва;sale;flat;18;24;4;97.0;46560000;Щукино;;;Октябрьское поле;Театральный Квартал ЖК
ДОНСТРОЙ;developer;https://www.cian.ru/sale/flat/299489231/;Москва;sale;flat;27;27;4;104.7;46926540;Лефортово;;;Римская;Символ ЖК
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/299847767/;Москва;sale;flat;12;16;4;140.0;47000000;Кунцево;Истринская ;8к3;Кунцевская;На Истринской
ID 82536792;homeowner;https://www.cian.ru/sale/flat/299532631/;Москва;sale;flat;7;33;4;128.8;47500000;Нагатино-Садовники;1-й Нагатинский проезд;11к1;Нагатинская;Скай Форт
Екатерина Абдулмянова;realtor;https://www.cian.ru/sale/flat/295967581/;Москва;sale;flat;4;14;4;103.4;48000000;Хорошево-Мневники;Жилой комплекс остров;к2;Терехово ;Остров
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/298657168/;Москва;sale;flat;38;48;4;93.0;48000000;Даниловский;Дубининская ;59А;Павелецкая;Павелецкая Сити
ЗАПАДНЫЙ САД;real_estate_agent;https://www.cian.ru/sale/flat/296714912/;Москва;sale;flat;6;13;4;107.0;48489000;Раменки;Винницкая ;8к2;Раменки;Настоящее
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/300072056/;Москва;sale;flat;21;29;4;114.0;49000000;Можайский; Петра Алексеева;14;Давыдково;КутузовGRAD II
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299984631/;Москва;sale;flat;4;40;4;81.4;49000000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299984633/;Москва;sale;flat;30;40;4;94.0;49500000;Раменки; Лобачевского;120к1;Аминьевская;Крылья
MadeState;real_estate_agent;https://www.cian.ru/sale/flat/300138207/;Москва;sale;flat;10;10;4;115.0;50000000;Преображенское;Преображенская площадь;6;Преображенская площадь;
ID 413522;realtor;https://www.cian.ru/sale/flat/292306887/;Москва;sale;flat;7;14;4;95.7;50500000;Раменки;проспект Генерала Дорохова;39к1А;Минская;Собрание клубных домов West Garden
Владимир Фетискин;realtor;https://www.cian.ru/sale/flat/298915380/;Москва;sale;flat;7;22;4;95.0;51000000;Лефортово; Крузенштерна;2;Площадь Ильича;Символ
Компания Пионер;developer;https://www.cian.ru/sale/flat/294305586/;Москва;sale;flat;-1;-1;-1;202.0;51011788;Марьина роща;Полковая ;1С12;Савёловская;PRIDE
Ramenky Realty;real_estate_agent;https://www.cian.ru/sale/flat/296198779/;Москва;sale;flat;10;14;4;91.5;51000000;Раменки;;к7;Минская;Вест Гарден ЖК
ГОРОДА;real_estate_agent;https://www.cian.ru/sale/flat/293739181/;Москва;sale;flat;5;7;4;124.4;51500000;Щукино;Живописная ;52;Щукинская;
5 ДОНСКОЙ;developer;https://www.cian.ru/sale/flat/299380319/;Москва;sale;flat;18;75;4;106.72;51408518;Донской;5-й Донской проезд;вл21к6;Площадь Гагарина;The Five
Level Group;developer;https://www.cian.ru/sale/flat/297178110/;Москва;sale;flat;17;26;4;129.0;52169139;Нагатино-Садовники;Нагатинская набережная;10АС3;Нагатинская;Level Нагатинская
ASTERUS;representative_developer;https://www.cian.ru/sale/flat/290752384/;Москва;sale;flat;10;11;4;113.0;51898405;Покровское-Стрешнево;Летная ;95Бк2;Спартак;ÁLIA
Alliance Agency Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/299553020/;Москва;sale;flat;3;42;4;89.5;52000000;Филевский парк;Багратионовский проезд;5Ак1;Фили;Filicity
